patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1198.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1185.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1166.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1151.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1151.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1137.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1131.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1103.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1097.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,1035.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,1006.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,998.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,964.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,948.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,933.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,870.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,855.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,839.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,836.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,828.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,811.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,765.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,755.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,743.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,714.0,1300,1300
