patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1255.0
13,2,3,0.6,0.4,0.8,0.6,1228.0
11,2,1,0.2,0.4,0.4,0.6,1213.0
7,1,2,0.4,0.2,0.6,0.4,1175.0
8,1,3,0.6,0.2,0.8,0.4,1155.0
6,1,1,0.2,0.2,0.4,0.4,1139.0
17,3,2,0.4,0.6,0.6,0.8,1095.0
14,2,4,0.8,0.4,1.0,0.6,1092.0
18,3,3,0.6,0.6,0.8,0.8,1075.0
16,3,1,0.2,0.6,0.4,0.8,1060.0
10,2,0,0.0,0.4,0.2,0.6,1041.0
9,1,4,0.8,0.2,1.0,0.4,1026.0
5,1,0,0.0,0.2,0.2,0.4,988.0
19,3,4,0.8,0.6,1.0,0.8,974.0
15,3,0,0.0,0.6,0.2,0.8,931.0
2,0,2,0.4,0.0,0.6,0.2,650.0
3,0,3,0.6,0.0,0.8,0.2,644.0
1,0,1,0.2,0.0,0.4,0.2,631.0
4,0,4,0.8,0.0,1.0,0.2,597.0
0,0,0,0.0,0.0,0.2,0.2,579.0
22,4,2,0.4,0.8,0.6,1.0,385.0
23,4,3,0.6,0.8,0.8,1.0,384.0
21,4,1,0.2,0.8,0.4,1.0,368.0
24,4,4,0.8,0.8,1.0,1.0,363.0
20,4,0,0.0,0.8,0.2,1.0,337.0
