patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,949.0,1250,1250
17,3,2,0.4,0.6,0.6,0.8,939.0,1250,1250
18,3,3,0.6,0.6,0.8,0.8,907.0,1250,1250
11,2,1,0.2,0.4,0.4,0.6,907.0,1250,1250
13,2,3,0.6,0.4,0.8,0.6,902.0,1250,1250
16,3,1,0.2,0.6,0.4,0.8,880.0,1250,1250
7,1,2,0.4,0.2,0.6,0.4,846.0,1250,1250
6,1,1,0.2,0.2,0.4,0.4,816.0,1250,1250
8,1,3,0.6,0.2,0.8,0.4,791.0,1250,1250
10,2,0,0.0,0.4,0.2,0.6,739.0,1250,1250
19,3,4,0.8,0.6,1.0,0.8,721.0,1250,1250
14,2,4,0.8,0.4,1.0,0.6,720.0,1250,1250
15,3,0,0.0,0.6,0.2,0.8,719.0,1250,1250
22,4,2,0.4,0.8,0.6,1.0,702.0,1250,1250
5,1,0,0.0,0.2,0.2,0.4,676.0,1250,1250
23,4,3,0.6,0.8,0.8,1.0,668.0,1250,1250
21,4,1,0.2,0.8,0.4,1.0,664.0,1250,1250
9,1,4,0.8,0.2,1.0,0.4,639.0,1250,1250
20,4,0,0.0,0.8,0.2,1.0,561.0,1250,1250
24,4,4,0.8,0.8,1.0,1.0,555.0,1250,1250
2,0,2,0.4,0.0,0.6,0.2,539.0,1250,1250
1,0,1,0.2,0.0,0.4,0.2,520.0,1250,1250
3,0,3,0.6,0.0,0.8,0.2,505.0,1250,1250
0,0,0,0.0,0.0,0.2,0.2,471.0,1250,1250
4,0,4,0.8,0.0,1.0,0.2,435.0,1250,1250
