patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1264.0
17,3,2,0.4,0.6,0.6,0.8,1207.0
11,2,1,0.2,0.4,0.4,0.6,1196.0
13,2,3,0.6,0.4,0.8,0.6,1170.0
7,1,2,0.4,0.2,0.6,0.4,1170.0
16,3,1,0.2,0.6,0.4,0.8,1151.0
18,3,3,0.6,0.6,0.8,0.8,1126.0
6,1,1,0.2,0.2,0.4,0.4,1114.0
8,1,3,0.6,0.2,0.8,0.4,1090.0
22,4,2,0.4,0.8,0.6,1.0,778.0
21,4,1,0.2,0.8,0.4,1.0,750.0
23,4,3,0.6,0.8,0.8,1.0,746.0
2,0,2,0.4,0.0,0.6,0.2,720.0
10,2,0,0.0,0.4,0.2,0.6,711.0
15,3,0,0.0,0.6,0.2,0.8,700.0
1,0,1,0.2,0.0,0.4,0.2,696.0
3,0,3,0.6,0.0,0.8,0.2,696.0
5,1,0,0.0,0.2,0.2,0.4,683.0
14,2,4,0.8,0.4,1.0,0.6,644.0
19,3,4,0.8,0.6,1.0,0.8,625.0
9,1,4,0.8,0.2,1.0,0.4,617.0
20,4,0,0.0,0.8,0.2,1.0,528.0
0,0,0,0.0,0.0,0.2,0.2,482.0
24,4,4,0.8,0.8,1.0,1.0,477.0
4,0,4,0.8,0.0,1.0,0.2,467.0
