patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1255.0
7,1,2,0.4,0.2,0.6,0.4,1217.0
11,2,1,0.2,0.4,0.4,0.6,1216.0
13,2,3,0.6,0.4,0.8,0.6,1204.0
17,3,2,0.4,0.6,0.6,0.8,1202.0
6,1,1,0.2,0.2,0.4,0.4,1183.0
8,1,3,0.6,0.2,0.8,0.4,1175.0
18,3,3,0.6,0.6,0.8,0.8,1165.0
16,3,1,0.2,0.6,0.4,0.8,1164.0
22,4,2,0.4,0.8,0.6,1.0,945.0
21,4,1,0.2,0.8,0.4,1.0,929.0
23,4,3,0.6,0.8,0.8,1.0,929.0
2,0,2,0.4,0.0,0.6,0.2,847.0
10,2,0,0.0,0.4,0.2,0.6,843.0
1,0,1,0.2,0.0,0.4,0.2,839.0
3,0,3,0.6,0.0,0.8,0.2,830.0
5,1,0,0.0,0.2,0.2,0.4,826.0
14,2,4,0.8,0.4,1.0,0.6,825.0
15,3,0,0.0,0.6,0.2,0.8,817.0
19,3,4,0.8,0.6,1.0,0.8,817.0
9,1,4,0.8,0.2,1.0,0.4,805.0
24,4,4,0.8,0.8,1.0,1.0,691.0
20,4,0,0.0,0.8,0.2,1.0,688.0
0,0,0,0.0,0.0,0.2,0.2,627.0
4,0,4,0.8,0.0,1.0,0.2,611.0
