patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1064.0
13,2,3,0.6,0.4,0.8,0.6,1022.0
7,1,2,0.4,0.2,0.6,0.4,1016.0
8,1,3,0.6,0.2,0.8,0.4,968.0
17,3,2,0.4,0.6,0.6,0.8,967.0
11,2,1,0.2,0.4,0.4,0.6,961.0
18,3,3,0.6,0.6,0.8,0.8,931.0
6,1,1,0.2,0.2,0.4,0.4,924.0
16,3,1,0.2,0.6,0.4,0.8,878.0
22,4,2,0.4,0.8,0.6,1.0,666.0
2,0,2,0.4,0.0,0.6,0.2,651.0
23,4,3,0.6,0.8,0.8,1.0,642.0
3,0,3,0.6,0.0,0.8,0.2,623.0
21,4,1,0.2,0.8,0.4,1.0,619.0
1,0,1,0.2,0.0,0.4,0.2,608.0
14,2,4,0.8,0.4,1.0,0.6,574.0
9,1,4,0.8,0.2,1.0,0.4,537.0
19,3,4,0.8,0.6,1.0,0.8,534.0
10,2,0,0.0,0.4,0.2,0.6,481.0
5,1,0,0.0,0.2,0.2,0.4,465.0
15,3,0,0.0,0.6,0.2,0.8,443.0
24,4,4,0.8,0.8,1.0,1.0,393.0
4,0,4,0.8,0.0,1.0,0.2,367.0
20,4,0,0.0,0.8,0.2,1.0,329.0
0,0,0,0.0,0.0,0.2,0.2,324.0
