patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1220.0
11,2,1,0.2,0.4,0.4,0.6,1164.0
13,2,3,0.6,0.4,0.8,0.6,1152.0
17,3,2,0.4,0.6,0.6,0.8,1140.0
7,1,2,0.4,0.2,0.6,0.4,1129.0
16,3,1,0.2,0.6,0.4,0.8,1093.0
6,1,1,0.2,0.2,0.4,0.4,1090.0
18,3,3,0.6,0.6,0.8,0.8,1088.0
8,1,3,0.6,0.2,0.8,0.4,1079.0
10,2,0,0.0,0.4,0.2,0.6,854.0
15,3,0,0.0,0.6,0.2,0.8,815.0
5,1,0,0.0,0.2,0.2,0.4,813.0
14,2,4,0.8,0.4,1.0,0.6,808.0
9,1,4,0.8,0.2,1.0,0.4,776.0
19,3,4,0.8,0.6,1.0,0.8,775.0
22,4,2,0.4,0.8,0.6,1.0,710.0
23,4,3,0.6,0.8,0.8,1.0,694.0
21,4,1,0.2,0.8,0.4,1.0,693.0
2,0,2,0.4,0.0,0.6,0.2,667.0
1,0,1,0.2,0.0,0.4,0.2,656.0
3,0,3,0.6,0.0,0.8,0.2,647.0
20,4,0,0.0,0.8,0.2,1.0,550.0
0,0,0,0.0,0.0,0.2,0.2,543.0
24,4,4,0.8,0.8,1.0,1.0,542.0
4,0,4,0.8,0.0,1.0,0.2,507.0
