patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1219.0
7,1,2,0.4,0.2,0.6,0.4,1188.0
13,2,3,0.6,0.4,0.8,0.6,1179.0
11,2,1,0.2,0.4,0.4,0.6,1177.0
17,3,2,0.4,0.6,0.6,0.8,1173.0
6,1,1,0.2,0.2,0.4,0.4,1147.0
8,1,3,0.6,0.2,0.8,0.4,1140.0
18,3,3,0.6,0.6,0.8,0.8,1138.0
16,3,1,0.2,0.6,0.4,0.8,1135.0
2,0,2,0.4,0.0,0.6,0.2,934.0
22,4,2,0.4,0.8,0.6,1.0,921.0
1,0,1,0.2,0.0,0.4,0.2,915.0
3,0,3,0.6,0.0,0.8,0.2,908.0
23,4,3,0.6,0.8,0.8,1.0,904.0
21,4,1,0.2,0.8,0.4,1.0,896.0
10,2,0,0.0,0.4,0.2,0.6,885.0
14,2,4,0.8,0.4,1.0,0.6,883.0
5,1,0,0.0,0.2,0.2,0.4,868.0
15,3,0,0.0,0.6,0.2,0.8,861.0
19,3,4,0.8,0.6,1.0,0.8,859.0
9,1,4,0.8,0.2,1.0,0.4,855.0
0,0,0,0.0,0.0,0.2,0.2,745.0
4,0,4,0.8,0.0,1.0,0.2,742.0
24,4,4,0.8,0.8,1.0,1.0,734.0
20,4,0,0.0,0.8,0.2,1.0,728.0
