patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1255.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1188.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1181.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1173.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1158.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1128.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1106.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1102.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1096.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,918.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,906.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,885.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,881.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,868.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,853.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,770.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,746.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,742.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,731.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,720.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,716.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,627.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,617.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,607.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,603.0,1300,1300
