patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1256.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1210.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1191.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1183.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1159.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1154.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1144.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1104.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1102.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,617.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,603.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,600.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,586.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,581.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,577.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,569.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,562.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,557.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,551.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,540.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,535.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,373.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,369.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,321.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,319.0,1300,1300
