patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1141.0
17,3,2,0.4,0.6,0.6,0.8,1082.0
13,2,3,0.6,0.4,0.8,0.6,1070.0
7,1,2,0.4,0.2,0.6,0.4,1019.0
11,2,1,0.2,0.4,0.4,0.6,1014.0
18,3,3,0.6,0.6,0.8,0.8,1012.0
8,1,3,0.6,0.2,0.8,0.4,971.0
16,3,1,0.2,0.6,0.4,0.8,960.0
6,1,1,0.2,0.2,0.4,0.4,918.0
22,4,2,0.4,0.8,0.6,1.0,621.0
23,4,3,0.6,0.8,0.8,1.0,582.0
21,4,1,0.2,0.8,0.4,1.0,580.0
14,2,4,0.8,0.4,1.0,0.6,578.0
19,3,4,0.8,0.6,1.0,0.8,554.0
9,1,4,0.8,0.2,1.0,0.4,541.0
10,2,0,0.0,0.4,0.2,0.6,533.0
15,3,0,0.0,0.6,0.2,0.8,501.0
5,1,0,0.0,0.2,0.2,0.4,497.0
2,0,2,0.4,0.0,0.6,0.2,493.0
3,0,3,0.6,0.0,0.8,0.2,480.0
1,0,1,0.2,0.0,0.4,0.2,462.0
24,4,4,0.8,0.8,1.0,1.0,365.0
20,4,0,0.0,0.8,0.2,1.0,353.0
4,0,4,0.8,0.0,1.0,0.2,321.0
0,0,0,0.0,0.0,0.2,0.2,308.0
