patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1223.0
7,1,2,0.4,0.2,0.6,0.4,1189.0
11,2,1,0.2,0.4,0.4,0.6,1165.0
13,2,3,0.6,0.4,0.8,0.6,1143.0
6,1,1,0.2,0.2,0.4,0.4,1135.0
17,3,2,0.4,0.6,0.6,0.8,1114.0
8,1,3,0.6,0.2,0.8,0.4,1107.0
16,3,1,0.2,0.6,0.4,0.8,1062.0
18,3,3,0.6,0.6,0.8,0.8,1049.0
2,0,2,0.4,0.0,0.6,0.2,833.0
1,0,1,0.2,0.0,0.4,0.2,807.0
3,0,3,0.6,0.0,0.8,0.2,787.0
10,2,0,0.0,0.4,0.2,0.6,726.0
5,1,0,0.0,0.2,0.2,0.4,711.0
14,2,4,0.8,0.4,1.0,0.6,704.0
9,1,4,0.8,0.2,1.0,0.4,686.0
15,3,0,0.0,0.6,0.2,0.8,676.0
19,3,4,0.8,0.6,1.0,0.8,655.0
0,0,0,0.0,0.0,0.2,0.2,546.0
4,0,4,0.8,0.0,1.0,0.2,523.0
22,4,2,0.4,0.8,0.6,1.0,521.0
21,4,1,0.2,0.8,0.4,1.0,503.0
23,4,3,0.6,0.8,0.8,1.0,499.0
20,4,0,0.0,0.8,0.2,1.0,364.0
24,4,4,0.8,0.8,1.0,1.0,342.0
