patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1228.0
17,3,2,0.4,0.6,0.6,0.8,1196.0
13,2,3,0.6,0.4,0.8,0.6,1165.0
11,2,1,0.2,0.4,0.4,0.6,1164.0
7,1,2,0.4,0.2,0.6,0.4,1164.0
18,3,3,0.6,0.6,0.8,0.8,1138.0
16,3,1,0.2,0.6,0.4,0.8,1129.0
6,1,1,0.2,0.2,0.4,0.4,1113.0
8,1,3,0.6,0.2,0.8,0.4,1109.0
22,4,2,0.4,0.8,0.6,1.0,963.0
14,2,4,0.8,0.4,1.0,0.6,954.0
19,3,4,0.8,0.6,1.0,0.8,937.0
10,2,0,0.0,0.4,0.2,0.6,931.0
23,4,3,0.6,0.8,0.8,1.0,922.0
9,1,4,0.8,0.2,1.0,0.4,920.0
21,4,1,0.2,0.8,0.4,1.0,918.0
15,3,0,0.0,0.6,0.2,0.8,910.0
5,1,0,0.0,0.2,0.2,0.4,905.0
2,0,2,0.4,0.0,0.6,0.2,896.0
1,0,1,0.2,0.0,0.4,0.2,864.0
3,0,3,0.6,0.0,0.8,0.2,858.0
24,4,4,0.8,0.8,1.0,1.0,782.0
20,4,0,0.0,0.8,0.2,1.0,758.0
4,0,4,0.8,0.0,1.0,0.2,738.0
0,0,0,0.0,0.0,0.2,0.2,732.0
