patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,962.0,1067,1067
13,2,3,0.6,0.4,0.8,0.6,922.0,1067,1067
11,2,1,0.2,0.4,0.4,0.6,905.0,1067,1067
7,1,2,0.4,0.2,0.6,0.4,898.0,1067,1067
17,3,2,0.4,0.6,0.6,0.8,892.0,1067,1067
8,1,3,0.6,0.2,0.8,0.4,870.0,1067,1067
6,1,1,0.2,0.2,0.4,0.4,857.0,1067,1067
18,3,3,0.6,0.6,0.8,0.8,857.0,1067,1067
16,3,1,0.2,0.6,0.4,0.8,853.0,1067,1067
14,2,4,0.8,0.4,1.0,0.6,765.0,1067,1067
9,1,4,0.8,0.2,1.0,0.4,735.0,1067,1067
10,2,0,0.0,0.4,0.2,0.6,731.0,1067,1067
19,3,4,0.8,0.6,1.0,0.8,716.0,1067,1067
5,1,0,0.0,0.2,0.2,0.4,712.0,1067,1067
2,0,2,0.4,0.0,0.6,0.2,696.0,1067,1067
15,3,0,0.0,0.6,0.2,0.8,689.0,1067,1067
3,0,3,0.6,0.0,0.8,0.2,674.0,1067,1067
22,4,2,0.4,0.8,0.6,1.0,670.0,1067,1067
1,0,1,0.2,0.0,0.4,0.2,668.0,1067,1067
23,4,3,0.6,0.8,0.8,1.0,649.0,1067,1067
21,4,1,0.2,0.8,0.4,1.0,643.0,1067,1067
4,0,4,0.8,0.0,1.0,0.2,581.0,1067,1067
0,0,0,0.0,0.0,0.2,0.2,572.0,1067,1067
24,4,4,0.8,0.8,1.0,1.0,550.0,1067,1067
20,4,0,0.0,0.8,0.2,1.0,530.0,1067,1067
