patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1194.0
17,3,2,0.4,0.6,0.6,0.8,1141.0
7,1,2,0.4,0.2,0.6,0.4,1093.0
11,2,1,0.2,0.4,0.4,0.6,1076.0
13,2,3,0.6,0.4,0.8,0.6,1067.0
18,3,3,0.6,0.6,0.8,0.8,1033.0
16,3,1,0.2,0.6,0.4,0.8,1024.0
6,1,1,0.2,0.2,0.4,0.4,997.0
8,1,3,0.6,0.2,0.8,0.4,981.0
22,4,2,0.4,0.8,0.6,1.0,790.0
23,4,3,0.6,0.8,0.8,1.0,723.0
21,4,1,0.2,0.8,0.4,1.0,719.0
2,0,2,0.4,0.0,0.6,0.2,644.0
1,0,1,0.2,0.0,0.4,0.2,597.0
3,0,3,0.6,0.0,0.8,0.2,585.0
10,2,0,0.0,0.4,0.2,0.6,544.0
15,3,0,0.0,0.6,0.2,0.8,521.0
5,1,0,0.0,0.2,0.2,0.4,514.0
14,2,4,0.8,0.4,1.0,0.6,498.0
19,3,4,0.8,0.6,1.0,0.8,496.0
9,1,4,0.8,0.2,1.0,0.4,453.0
20,4,0,0.0,0.8,0.2,1.0,389.0
24,4,4,0.8,0.8,1.0,1.0,359.0
0,0,0,0.0,0.0,0.2,0.2,331.0
4,0,4,0.8,0.0,1.0,0.2,286.0
