patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1253.0
7,1,2,0.4,0.2,0.6,0.4,1234.0
13,2,3,0.6,0.4,0.8,0.6,1180.0
17,3,2,0.4,0.6,0.6,0.8,1167.0
8,1,3,0.6,0.2,0.8,0.4,1166.0
11,2,1,0.2,0.4,0.4,0.6,1164.0
6,1,1,0.2,0.2,0.4,0.4,1149.0
18,3,3,0.6,0.6,0.8,0.8,1111.0
16,3,1,0.2,0.6,0.4,0.8,1097.0
22,4,2,0.4,0.8,0.6,1.0,845.0
2,0,2,0.4,0.0,0.6,0.2,844.0
23,4,3,0.6,0.8,0.8,1.0,819.0
21,4,1,0.2,0.8,0.4,1.0,813.0
3,0,3,0.6,0.0,0.8,0.2,809.0
1,0,1,0.2,0.0,0.4,0.2,802.0
14,2,4,0.8,0.4,1.0,0.6,627.0
10,2,0,0.0,0.4,0.2,0.6,625.0
9,1,4,0.8,0.2,1.0,0.4,625.0
5,1,0,0.0,0.2,0.2,0.4,622.0
19,3,4,0.8,0.6,1.0,0.8,610.0
15,3,0,0.0,0.6,0.2,0.8,602.0
24,4,4,0.8,0.8,1.0,1.0,518.0
20,4,0,0.0,0.8,0.2,1.0,510.0
0,0,0,0.0,0.0,0.2,0.2,492.0
4,0,4,0.8,0.0,1.0,0.2,489.0
