patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1118.0
17,3,2,0.4,0.6,0.6,0.8,1095.0
7,1,2,0.4,0.2,0.6,0.4,1021.0
11,2,1,0.2,0.4,0.4,0.6,988.0
16,3,1,0.2,0.6,0.4,0.8,968.0
13,2,3,0.6,0.4,0.8,0.6,925.0
6,1,1,0.2,0.2,0.4,0.4,910.0
18,3,3,0.6,0.6,0.8,0.8,901.0
8,1,3,0.6,0.2,0.8,0.4,846.0
22,4,2,0.4,0.8,0.6,1.0,825.0
21,4,1,0.2,0.8,0.4,1.0,735.0
23,4,3,0.6,0.8,0.8,1.0,688.0
10,2,0,0.0,0.4,0.2,0.6,530.0
2,0,2,0.4,0.0,0.6,0.2,524.0
15,3,0,0.0,0.6,0.2,0.8,522.0
1,0,1,0.2,0.0,0.4,0.2,496.0
5,1,0,0.0,0.2,0.2,0.4,492.0
14,2,4,0.8,0.4,1.0,0.6,485.0
19,3,4,0.8,0.6,1.0,0.8,474.0
3,0,3,0.6,0.0,0.8,0.2,460.0
9,1,4,0.8,0.2,1.0,0.4,442.0
20,4,0,0.0,0.8,0.2,1.0,413.0
24,4,4,0.8,0.8,1.0,1.0,379.0
0,0,0,0.0,0.0,0.2,0.2,299.0
4,0,4,0.8,0.0,1.0,0.2,260.0
