patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1007.0,1259,1259
7,1,2,0.4,0.2,0.6,0.4,967.0,1259,1259
17,3,2,0.4,0.6,0.6,0.8,956.0,1259,1259
11,2,1,0.2,0.4,0.4,0.6,950.0,1259,1259
13,2,3,0.6,0.4,0.8,0.6,948.0,1259,1259
8,1,3,0.6,0.2,0.8,0.4,922.0,1259,1259
6,1,1,0.2,0.2,0.4,0.4,917.0,1259,1259
18,3,3,0.6,0.6,0.8,0.8,899.0,1259,1259
16,3,1,0.2,0.6,0.4,0.8,895.0,1259,1259
14,2,4,0.8,0.4,1.0,0.6,680.0,1259,1259
2,0,2,0.4,0.0,0.6,0.2,672.0,1259,1259
22,4,2,0.4,0.8,0.6,1.0,668.0,1259,1259
9,1,4,0.8,0.2,1.0,0.4,667.0,1259,1259
3,0,3,0.6,0.0,0.8,0.2,648.0,1259,1259
10,2,0,0.0,0.4,0.2,0.6,644.0,1259,1259
19,3,4,0.8,0.6,1.0,0.8,639.0,1259,1259
1,0,1,0.2,0.0,0.4,0.2,638.0,1259,1259
21,4,1,0.2,0.8,0.4,1.0,627.0,1259,1259
23,4,3,0.6,0.8,0.8,1.0,626.0,1259,1259
15,3,0,0.0,0.6,0.2,0.8,619.0,1259,1259
5,1,0,0.0,0.2,0.2,0.4,617.0,1259,1259
4,0,4,0.8,0.0,1.0,0.2,493.0,1259,1259
24,4,4,0.8,0.8,1.0,1.0,470.0,1259,1259
20,4,0,0.0,0.8,0.2,1.0,467.0,1259,1259
0,0,0,0.0,0.0,0.2,0.2,464.0,1259,1259
