patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1251.0
7,1,2,0.4,0.2,0.6,0.4,1222.0
13,2,3,0.6,0.4,0.8,0.6,1205.0
11,2,1,0.2,0.4,0.4,0.6,1203.0
17,3,2,0.4,0.6,0.6,0.8,1190.0
8,1,3,0.6,0.2,0.8,0.4,1182.0
6,1,1,0.2,0.2,0.4,0.4,1173.0
18,3,3,0.6,0.6,0.8,0.8,1154.0
16,3,1,0.2,0.6,0.4,0.8,1148.0
10,2,0,0.0,0.4,0.2,0.6,927.0
14,2,4,0.8,0.4,1.0,0.6,915.0
5,1,0,0.0,0.2,0.2,0.4,902.0
9,1,4,0.8,0.2,1.0,0.4,896.0
15,3,0,0.0,0.6,0.2,0.8,886.0
19,3,4,0.8,0.6,1.0,0.8,881.0
22,4,2,0.4,0.8,0.6,1.0,764.0
23,4,3,0.6,0.8,0.8,1.0,744.0
21,4,1,0.2,0.8,0.4,1.0,739.0
2,0,2,0.4,0.0,0.6,0.2,679.0
3,0,3,0.6,0.0,0.8,0.2,669.0
1,0,1,0.2,0.0,0.4,0.2,657.0
24,4,4,0.8,0.8,1.0,1.0,597.0
20,4,0,0.0,0.8,0.2,1.0,591.0
0,0,0,0.0,0.0,0.2,0.2,549.0
4,0,4,0.8,0.0,1.0,0.2,539.0
