patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1097.0
17,3,2,0.4,0.6,0.6,0.8,1055.0
11,2,1,0.2,0.4,0.4,0.6,1025.0
13,2,3,0.6,0.4,0.8,0.6,1003.0
16,3,1,0.2,0.6,0.4,0.8,995.0
7,1,2,0.4,0.2,0.6,0.4,975.0
18,3,3,0.6,0.6,0.8,0.8,974.0
6,1,1,0.2,0.2,0.4,0.4,911.0
8,1,3,0.6,0.2,0.8,0.4,898.0
22,4,2,0.4,0.8,0.6,1.0,784.0
21,4,1,0.2,0.8,0.4,1.0,759.0
23,4,3,0.6,0.8,0.8,1.0,736.0
2,0,2,0.4,0.0,0.6,0.2,660.0
1,0,1,0.2,0.0,0.4,0.2,622.0
3,0,3,0.6,0.0,0.8,0.2,604.0
10,2,0,0.0,0.4,0.2,0.6,591.0
14,2,4,0.8,0.4,1.0,0.6,577.0
15,3,0,0.0,0.6,0.2,0.8,568.0
19,3,4,0.8,0.6,1.0,0.8,554.0
5,1,0,0.0,0.2,0.2,0.4,538.0
9,1,4,0.8,0.2,1.0,0.4,529.0
20,4,0,0.0,0.8,0.2,1.0,500.0
24,4,4,0.8,0.8,1.0,1.0,469.0
0,0,0,0.0,0.0,0.2,0.2,393.0
4,0,4,0.8,0.0,1.0,0.2,378.0
