patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,995.0
13,2,3,0.6,0.4,0.8,0.6,962.0
11,2,1,0.2,0.4,0.4,0.6,952.0
7,1,2,0.4,0.2,0.6,0.4,952.0
17,3,2,0.4,0.6,0.6,0.8,943.0
8,1,3,0.6,0.2,0.8,0.4,919.0
18,3,3,0.6,0.6,0.8,0.8,908.0
16,3,1,0.2,0.6,0.4,0.8,906.0
6,1,1,0.2,0.2,0.4,0.4,905.0
14,2,4,0.8,0.4,1.0,0.6,817.0
10,2,0,0.0,0.4,0.2,0.6,800.0
9,1,4,0.8,0.2,1.0,0.4,777.0
19,3,4,0.8,0.6,1.0,0.8,770.0
15,3,0,0.0,0.6,0.2,0.8,767.0
5,1,0,0.0,0.2,0.2,0.4,760.0
22,4,2,0.4,0.8,0.6,1.0,737.0
21,4,1,0.2,0.8,0.4,1.0,712.0
23,4,3,0.6,0.8,0.8,1.0,710.0
2,0,2,0.4,0.0,0.6,0.2,687.0
3,0,3,0.6,0.0,0.8,0.2,670.0
1,0,1,0.2,0.0,0.4,0.2,657.0
20,4,0,0.0,0.8,0.2,1.0,629.0
24,4,4,0.8,0.8,1.0,1.0,628.0
4,0,4,0.8,0.0,1.0,0.2,577.0
0,0,0,0.0,0.0,0.2,0.2,568.0
