patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1207.0
13,2,3,0.6,0.4,0.8,0.6,1171.0
11,2,1,0.2,0.4,0.4,0.6,1164.0
17,3,2,0.4,0.6,0.6,0.8,1156.0
7,1,2,0.4,0.2,0.6,0.4,1136.0
18,3,3,0.6,0.6,0.8,0.8,1122.0
16,3,1,0.2,0.6,0.4,0.8,1120.0
8,1,3,0.6,0.2,0.8,0.4,1114.0
6,1,1,0.2,0.2,0.4,0.4,1098.0
14,2,4,0.8,0.4,1.0,0.6,1055.0
10,2,0,0.0,0.4,0.2,0.6,1028.0
19,3,4,0.8,0.6,1.0,0.8,1018.0
9,1,4,0.8,0.2,1.0,0.4,1016.0
15,3,0,0.0,0.6,0.2,0.8,998.0
5,1,0,0.0,0.2,0.2,0.4,971.0
22,4,2,0.4,0.8,0.6,1.0,848.0
2,0,2,0.4,0.0,0.6,0.2,826.0
23,4,3,0.6,0.8,0.8,1.0,826.0
21,4,1,0.2,0.8,0.4,1.0,825.0
3,0,3,0.6,0.0,0.8,0.2,819.0
1,0,1,0.2,0.0,0.4,0.2,807.0
24,4,4,0.8,0.8,1.0,1.0,768.0
4,0,4,0.8,0.0,1.0,0.2,760.0
20,4,0,0.0,0.8,0.2,1.0,747.0
0,0,0,0.0,0.0,0.2,0.2,729.0
