patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1121.0
12,2,2,0.4,0.4,0.6,0.6,1115.0
16,3,1,0.2,0.6,0.4,0.8,1089.0
18,3,3,0.6,0.6,0.8,0.8,1078.0
13,2,3,0.6,0.4,0.8,0.6,1077.0
11,2,1,0.2,0.4,0.4,0.6,1075.0
19,3,4,0.8,0.6,1.0,0.8,944.0
15,3,0,0.0,0.6,0.2,0.8,941.0
14,2,4,0.8,0.4,1.0,0.6,934.0
10,2,0,0.0,0.4,0.2,0.6,924.0
7,1,2,0.4,0.2,0.6,0.4,912.0
22,4,2,0.4,0.8,0.6,1.0,903.0
8,1,3,0.6,0.2,0.8,0.4,887.0
6,1,1,0.2,0.2,0.4,0.4,884.0
21,4,1,0.2,0.8,0.4,1.0,883.0
23,4,3,0.6,0.8,0.8,1.0,876.0
9,1,4,0.8,0.2,1.0,0.4,785.0
24,4,4,0.8,0.8,1.0,1.0,784.0
20,4,0,0.0,0.8,0.2,1.0,781.0
5,1,0,0.0,0.2,0.2,0.4,775.0
2,0,2,0.4,0.0,0.6,0.2,563.0
3,0,3,0.6,0.0,0.8,0.2,555.0
1,0,1,0.2,0.0,0.4,0.2,545.0
4,0,4,0.8,0.0,1.0,0.2,511.0
0,0,0,0.0,0.0,0.2,0.2,497.0
