patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1273.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1248.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1244.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1231.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1216.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1211.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1210.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1195.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1191.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,864.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,848.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,838.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,788.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,783.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,782.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,750.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,742.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,742.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,696.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,679.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,674.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,606.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,579.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,467.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,446.0,1300,1300
