patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1187.0
13,2,3,0.6,0.4,0.8,0.6,1136.0
11,2,1,0.2,0.4,0.4,0.6,1133.0
7,1,2,0.4,0.2,0.6,0.4,1117.0
6,1,1,0.2,0.2,0.4,0.4,1074.0
8,1,3,0.6,0.2,0.8,0.4,1070.0
17,3,2,0.4,0.6,0.6,0.8,1048.0
18,3,3,0.6,0.6,0.8,0.8,1009.0
16,3,1,0.2,0.6,0.4,0.8,1005.0
14,2,4,0.8,0.4,1.0,0.6,876.0
10,2,0,0.0,0.4,0.2,0.6,863.0
9,1,4,0.8,0.2,1.0,0.4,838.0
5,1,0,0.0,0.2,0.2,0.4,832.0
15,3,0,0.0,0.6,0.2,0.8,786.0
19,3,4,0.8,0.6,1.0,0.8,785.0
2,0,2,0.4,0.0,0.6,0.2,688.0
1,0,1,0.2,0.0,0.4,0.2,672.0
3,0,3,0.6,0.0,0.8,0.2,666.0
22,4,2,0.4,0.8,0.6,1.0,606.0
21,4,1,0.2,0.8,0.4,1.0,587.0
23,4,3,0.6,0.8,0.8,1.0,582.0
4,0,4,0.8,0.0,1.0,0.2,557.0
0,0,0,0.0,0.0,0.2,0.2,557.0
24,4,4,0.8,0.8,1.0,1.0,469.0
20,4,0,0.0,0.8,0.2,1.0,466.0
