patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1257.0
11,2,1,0.2,0.4,0.4,0.6,1226.0
17,3,2,0.4,0.6,0.6,0.8,1222.0
7,1,2,0.4,0.2,0.6,0.4,1220.0
13,2,3,0.6,0.4,0.8,0.6,1201.0
16,3,1,0.2,0.6,0.4,0.8,1196.0
6,1,1,0.2,0.2,0.4,0.4,1190.0
18,3,3,0.6,0.6,0.8,0.8,1172.0
8,1,3,0.6,0.2,0.8,0.4,1168.0
22,4,2,0.4,0.8,0.6,1.0,1036.0
2,0,2,0.4,0.0,0.6,0.2,1017.0
21,4,1,0.2,0.8,0.4,1.0,1016.0
23,4,3,0.6,0.8,0.8,1.0,1007.0
1,0,1,0.2,0.0,0.4,0.2,994.0
10,2,0,0.0,0.4,0.2,0.6,981.0
3,0,3,0.6,0.0,0.8,0.2,978.0
14,2,4,0.8,0.4,1.0,0.6,973.0
15,3,0,0.0,0.6,0.2,0.8,962.0
5,1,0,0.0,0.2,0.2,0.4,958.0
9,1,4,0.8,0.2,1.0,0.4,957.0
19,3,4,0.8,0.6,1.0,0.8,954.0
20,4,0,0.0,0.8,0.2,1.0,841.0
24,4,4,0.8,0.8,1.0,1.0,838.0
0,0,0,0.0,0.0,0.2,0.2,832.0
4,0,4,0.8,0.0,1.0,0.2,827.0
