patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1221.0
7,1,2,0.4,0.2,0.6,0.4,1193.0
17,3,2,0.4,0.6,0.6,0.8,1167.0
11,2,1,0.2,0.4,0.4,0.6,1162.0
13,2,3,0.6,0.4,0.8,0.6,1136.0
6,1,1,0.2,0.2,0.4,0.4,1131.0
8,1,3,0.6,0.2,0.8,0.4,1114.0
16,3,1,0.2,0.6,0.4,0.8,1108.0
18,3,3,0.6,0.6,0.8,0.8,1092.0
2,0,2,0.4,0.0,0.6,0.2,982.0
1,0,1,0.2,0.0,0.4,0.2,941.0
22,4,2,0.4,0.8,0.6,1.0,924.0
3,0,3,0.6,0.0,0.8,0.2,916.0
21,4,1,0.2,0.8,0.4,1.0,881.0
23,4,3,0.6,0.8,0.8,1.0,866.0
10,2,0,0.0,0.4,0.2,0.6,645.0
14,2,4,0.8,0.4,1.0,0.6,633.0
5,1,0,0.0,0.2,0.2,0.4,630.0
9,1,4,0.8,0.2,1.0,0.4,628.0
19,3,4,0.8,0.6,1.0,0.8,623.0
15,3,0,0.0,0.6,0.2,0.8,618.0
0,0,0,0.0,0.0,0.2,0.2,548.0
4,0,4,0.8,0.0,1.0,0.2,535.0
20,4,0,0.0,0.8,0.2,1.0,525.0
24,4,4,0.8,0.8,1.0,1.0,517.0
