patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
7,1,2,0.4,0.2,0.6,0.4,973.0
12,2,2,0.4,0.4,0.6,0.6,945.0
6,1,1,0.2,0.2,0.4,0.4,908.0
8,1,3,0.6,0.2,0.8,0.4,896.0
11,2,1,0.2,0.4,0.4,0.6,895.0
13,2,3,0.6,0.4,0.8,0.6,876.0
17,3,2,0.4,0.6,0.6,0.8,869.0
18,3,3,0.6,0.6,0.8,0.8,827.0
16,3,1,0.2,0.6,0.4,0.8,823.0
2,0,2,0.4,0.0,0.6,0.2,801.0
3,0,3,0.6,0.0,0.8,0.2,758.0
1,0,1,0.2,0.0,0.4,0.2,741.0
9,1,4,0.8,0.2,1.0,0.4,698.0
14,2,4,0.8,0.4,1.0,0.6,690.0
10,2,0,0.0,0.4,0.2,0.6,678.0
5,1,0,0.0,0.2,0.2,0.4,678.0
22,4,2,0.4,0.8,0.6,1.0,677.0
23,4,3,0.6,0.8,0.8,1.0,661.0
19,3,4,0.8,0.6,1.0,0.8,656.0
21,4,1,0.2,0.8,0.4,1.0,645.0
15,3,0,0.0,0.6,0.2,0.8,630.0
4,0,4,0.8,0.0,1.0,0.2,621.0
0,0,0,0.0,0.0,0.2,0.2,576.0
24,4,4,0.8,0.8,1.0,1.0,554.0
20,4,0,0.0,0.8,0.2,1.0,521.0
