patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1209.0
7,1,2,0.4,0.2,0.6,0.4,1126.0
11,2,1,0.2,0.4,0.4,0.6,1100.0
13,2,3,0.6,0.4,0.8,0.6,1098.0
17,3,2,0.4,0.6,0.6,0.8,1094.0
8,1,3,0.6,0.2,0.8,0.4,1033.0
6,1,1,0.2,0.2,0.4,0.4,1031.0
18,3,3,0.6,0.6,0.8,0.8,1008.0
16,3,1,0.2,0.6,0.4,0.8,996.0
2,0,2,0.4,0.0,0.6,0.2,677.0
1,0,1,0.2,0.0,0.4,0.2,633.0
3,0,3,0.6,0.0,0.8,0.2,629.0
22,4,2,0.4,0.8,0.6,1.0,546.0
23,4,3,0.6,0.8,0.8,1.0,518.0
21,4,1,0.2,0.8,0.4,1.0,511.0
14,2,4,0.8,0.4,1.0,0.6,508.0
10,2,0,0.0,0.4,0.2,0.6,507.0
5,1,0,0.0,0.2,0.2,0.4,486.0
9,1,4,0.8,0.2,1.0,0.4,482.0
19,3,4,0.8,0.6,1.0,0.8,478.0
15,3,0,0.0,0.6,0.2,0.8,463.0
0,0,0,0.0,0.0,0.2,0.2,335.0
4,0,4,0.8,0.0,1.0,0.2,317.0
24,4,4,0.8,0.8,1.0,1.0,286.0
20,4,0,0.0,0.8,0.2,1.0,273.0
