patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1261.0
7,1,2,0.4,0.2,0.6,0.4,1175.0
11,2,1,0.2,0.4,0.4,0.6,1158.0
13,2,3,0.6,0.4,0.8,0.6,1140.0
17,3,2,0.4,0.6,0.6,0.8,1101.0
6,1,1,0.2,0.2,0.4,0.4,1086.0
8,1,3,0.6,0.2,0.8,0.4,1073.0
16,3,1,0.2,0.6,0.4,0.8,1024.0
18,3,3,0.6,0.6,0.8,0.8,1013.0
10,2,0,0.0,0.4,0.2,0.6,600.0
5,1,0,0.0,0.2,0.2,0.4,581.0
14,2,4,0.8,0.4,1.0,0.6,565.0
15,3,0,0.0,0.6,0.2,0.8,554.0
9,1,4,0.8,0.2,1.0,0.4,544.0
22,4,2,0.4,0.8,0.6,1.0,532.0
19,3,4,0.8,0.6,1.0,0.8,526.0
2,0,2,0.4,0.0,0.6,0.2,523.0
21,4,1,0.2,0.8,0.4,1.0,507.0
23,4,3,0.6,0.8,0.8,1.0,503.0
1,0,1,0.2,0.0,0.4,0.2,503.0
3,0,3,0.6,0.0,0.8,0.2,476.0
20,4,0,0.0,0.8,0.2,1.0,313.0
0,0,0,0.0,0.0,0.2,0.2,307.0
24,4,4,0.8,0.8,1.0,1.0,305.0
4,0,4,0.8,0.0,1.0,0.2,257.0
