patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
7,1,2,0.4,0.2,0.6,0.4,960.0
12,2,2,0.4,0.4,0.6,0.6,953.0
6,1,1,0.2,0.2,0.4,0.4,880.0
11,2,1,0.2,0.4,0.4,0.6,871.0
8,1,3,0.6,0.2,0.8,0.4,865.0
13,2,3,0.6,0.4,0.8,0.6,851.0
2,0,2,0.4,0.0,0.6,0.2,814.0
17,3,2,0.4,0.6,0.6,0.8,806.0
1,0,1,0.2,0.0,0.4,0.2,756.0
16,3,1,0.2,0.6,0.4,0.8,751.0
18,3,3,0.6,0.6,0.8,0.8,734.0
3,0,3,0.6,0.0,0.8,0.2,729.0
5,1,0,0.0,0.2,0.2,0.4,609.0
10,2,0,0.0,0.4,0.2,0.6,604.0
9,1,4,0.8,0.2,1.0,0.4,586.0
14,2,4,0.8,0.4,1.0,0.6,579.0
15,3,0,0.0,0.6,0.2,0.8,537.0
0,0,0,0.0,0.0,0.2,0.2,528.0
19,3,4,0.8,0.6,1.0,0.8,508.0
4,0,4,0.8,0.0,1.0,0.2,501.0
22,4,2,0.4,0.8,0.6,1.0,446.0
21,4,1,0.2,0.8,0.4,1.0,430.0
23,4,3,0.6,0.8,0.8,1.0,411.0
20,4,0,0.0,0.8,0.2,1.0,328.0
24,4,4,0.8,0.8,1.0,1.0,292.0
