patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1240.0
13,2,3,0.6,0.4,0.8,0.6,1227.0
11,2,1,0.2,0.4,0.4,0.6,1211.0
17,3,2,0.4,0.6,0.6,0.8,1149.0
18,3,3,0.6,0.6,0.8,0.8,1137.0
16,3,1,0.2,0.6,0.4,0.8,1126.0
7,1,2,0.4,0.2,0.6,0.4,1113.0
8,1,3,0.6,0.2,0.8,0.4,1104.0
6,1,1,0.2,0.2,0.4,0.4,1092.0
14,2,4,0.8,0.4,1.0,0.6,1068.0
10,2,0,0.0,0.4,0.2,0.6,1039.0
19,3,4,0.8,0.6,1.0,0.8,997.0
15,3,0,0.0,0.6,0.2,0.8,981.0
9,1,4,0.8,0.2,1.0,0.4,971.0
5,1,0,0.0,0.2,0.2,0.4,940.0
2,0,2,0.4,0.0,0.6,0.2,545.0
3,0,3,0.6,0.0,0.8,0.2,542.0
1,0,1,0.2,0.0,0.4,0.2,537.0
4,0,4,0.8,0.0,1.0,0.2,485.0
22,4,2,0.4,0.8,0.6,1.0,482.0
23,4,3,0.6,0.8,0.8,1.0,478.0
21,4,1,0.2,0.8,0.4,1.0,472.0
0,0,0,0.0,0.0,0.2,0.2,467.0
24,4,4,0.8,0.8,1.0,1.0,432.0
20,4,0,0.0,0.8,0.2,1.0,430.0
