patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1131.0
18,3,3,0.6,0.6,0.8,0.8,1072.0
16,3,1,0.2,0.6,0.4,0.8,1056.0
22,4,2,0.4,0.8,0.6,1.0,1015.0
12,2,2,0.4,0.4,0.6,0.6,994.0
23,4,3,0.6,0.8,0.8,1.0,963.0
21,4,1,0.2,0.8,0.4,1.0,957.0
13,2,3,0.6,0.4,0.8,0.6,949.0
11,2,1,0.2,0.4,0.4,0.6,922.0
19,3,4,0.8,0.6,1.0,0.8,775.0
7,1,2,0.4,0.2,0.6,0.4,731.0
15,3,0,0.0,0.6,0.2,0.8,720.0
24,4,4,0.8,0.8,1.0,1.0,710.0
8,1,3,0.6,0.2,0.8,0.4,695.0
14,2,4,0.8,0.4,1.0,0.6,685.0
6,1,1,0.2,0.2,0.4,0.4,685.0
20,4,0,0.0,0.8,0.2,1.0,669.0
10,2,0,0.0,0.4,0.2,0.6,636.0
9,1,4,0.8,0.2,1.0,0.4,512.0
5,1,0,0.0,0.2,0.2,0.4,501.0
2,0,2,0.4,0.0,0.6,0.2,354.0
3,0,3,0.6,0.0,0.8,0.2,342.0
1,0,1,0.2,0.0,0.4,0.2,339.0
0,0,0,0.0,0.0,0.2,0.2,265.0
4,0,4,0.8,0.0,1.0,0.2,255.0
