patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1228.0
7,1,2,0.4,0.2,0.6,0.4,1154.0
11,2,1,0.2,0.4,0.4,0.6,1137.0
13,2,3,0.6,0.4,0.8,0.6,1133.0
17,3,2,0.4,0.6,0.6,0.8,1106.0
6,1,1,0.2,0.2,0.4,0.4,1081.0
8,1,3,0.6,0.2,0.8,0.4,1070.0
16,3,1,0.2,0.6,0.4,0.8,1030.0
18,3,3,0.6,0.6,0.8,0.8,1029.0
2,0,2,0.4,0.0,0.6,0.2,804.0
1,0,1,0.2,0.0,0.4,0.2,761.0
3,0,3,0.6,0.0,0.8,0.2,758.0
22,4,2,0.4,0.8,0.6,1.0,670.0
14,2,4,0.8,0.4,1.0,0.6,639.0
10,2,0,0.0,0.4,0.2,0.6,636.0
21,4,1,0.2,0.8,0.4,1.0,632.0
23,4,3,0.6,0.8,0.8,1.0,629.0
5,1,0,0.0,0.2,0.2,0.4,621.0
9,1,4,0.8,0.2,1.0,0.4,603.0
19,3,4,0.8,0.6,1.0,0.8,590.0
15,3,0,0.0,0.6,0.2,0.8,589.0
0,0,0,0.0,0.0,0.2,0.2,484.0
4,0,4,0.8,0.0,1.0,0.2,468.0
20,4,0,0.0,0.8,0.2,1.0,396.0
24,4,4,0.8,0.8,1.0,1.0,393.0
