patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1173.0
7,1,2,0.4,0.2,0.6,0.4,1142.0
17,3,2,0.4,0.6,0.6,0.8,1110.0
11,2,1,0.2,0.4,0.4,0.6,1093.0
13,2,3,0.6,0.4,0.8,0.6,1089.0
6,1,1,0.2,0.2,0.4,0.4,1062.0
8,1,3,0.6,0.2,0.8,0.4,1058.0
18,3,3,0.6,0.6,0.8,0.8,1042.0
16,3,1,0.2,0.6,0.4,0.8,1037.0
10,2,0,0.0,0.4,0.2,0.6,836.0
2,0,2,0.4,0.0,0.6,0.2,835.0
14,2,4,0.8,0.4,1.0,0.6,812.0
5,1,0,0.0,0.2,0.2,0.4,807.0
15,3,0,0.0,0.6,0.2,0.8,802.0
22,4,2,0.4,0.8,0.6,1.0,790.0
19,3,4,0.8,0.6,1.0,0.8,786.0
9,1,4,0.8,0.2,1.0,0.4,783.0
3,0,3,0.6,0.0,0.8,0.2,781.0
1,0,1,0.2,0.0,0.4,0.2,777.0
23,4,3,0.6,0.8,0.8,1.0,752.0
21,4,1,0.2,0.8,0.4,1.0,745.0
20,4,0,0.0,0.8,0.2,1.0,599.0
0,0,0,0.0,0.0,0.2,0.2,591.0
24,4,4,0.8,0.8,1.0,1.0,590.0
4,0,4,0.8,0.0,1.0,0.2,574.0
