patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1218.0
7,1,2,0.4,0.2,0.6,0.4,1170.0
11,2,1,0.2,0.4,0.4,0.6,1165.0
17,3,2,0.4,0.6,0.6,0.8,1164.0
13,2,3,0.6,0.4,0.8,0.6,1158.0
6,1,1,0.2,0.2,0.4,0.4,1124.0
16,3,1,0.2,0.6,0.4,0.8,1118.0
18,3,3,0.6,0.6,0.8,0.8,1117.0
8,1,3,0.6,0.2,0.8,0.4,1114.0
2,0,2,0.4,0.0,0.6,0.2,744.0
10,2,0,0.0,0.4,0.2,0.6,741.0
5,1,0,0.0,0.2,0.2,0.4,726.0
1,0,1,0.2,0.0,0.4,0.2,721.0
15,3,0,0.0,0.6,0.2,0.8,720.0
14,2,4,0.8,0.4,1.0,0.6,720.0
3,0,3,0.6,0.0,0.8,0.2,715.0
19,3,4,0.8,0.6,1.0,0.8,715.0
22,4,2,0.4,0.8,0.6,1.0,703.0
9,1,4,0.8,0.2,1.0,0.4,699.0
23,4,3,0.6,0.8,0.8,1.0,692.0
21,4,1,0.2,0.8,0.4,1.0,688.0
0,0,0,0.0,0.0,0.2,0.2,530.0
24,4,4,0.8,0.8,1.0,1.0,520.0
4,0,4,0.8,0.0,1.0,0.2,519.0
20,4,0,0.0,0.8,0.2,1.0,519.0
