patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1260.0
11,2,1,0.2,0.4,0.4,0.6,1247.0
13,2,3,0.6,0.4,0.8,0.6,1234.0
7,1,2,0.4,0.2,0.6,0.4,1190.0
17,3,2,0.4,0.6,0.6,0.8,1177.0
6,1,1,0.2,0.2,0.4,0.4,1173.0
8,1,3,0.6,0.2,0.8,0.4,1170.0
16,3,1,0.2,0.6,0.4,0.8,1167.0
18,3,3,0.6,0.6,0.8,0.8,1156.0
10,2,0,0.0,0.4,0.2,0.6,1131.0
14,2,4,0.8,0.4,1.0,0.6,1096.0
15,3,0,0.0,0.6,0.2,0.8,1077.0
5,1,0,0.0,0.2,0.2,0.4,1070.0
9,1,4,0.8,0.2,1.0,0.4,1051.0
19,3,4,0.8,0.6,1.0,0.8,1047.0
2,0,2,0.4,0.0,0.6,0.2,747.0
1,0,1,0.2,0.0,0.4,0.2,739.0
3,0,3,0.6,0.0,0.8,0.2,737.0
22,4,2,0.4,0.8,0.6,1.0,692.0
23,4,3,0.6,0.8,0.8,1.0,689.0
21,4,1,0.2,0.8,0.4,1.0,685.0
0,0,0,0.0,0.0,0.2,0.2,679.0
4,0,4,0.8,0.0,1.0,0.2,670.0
20,4,0,0.0,0.8,0.2,1.0,649.0
24,4,4,0.8,0.8,1.0,1.0,636.0
