patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1103.0,1136,1136
11,2,1,0.2,0.4,0.4,0.6,1068.0,1136,1136
13,2,3,0.6,0.4,0.8,0.6,1064.0,1136,1136
7,1,2,0.4,0.2,0.6,0.4,1063.0,1136,1136
17,3,2,0.4,0.6,0.6,0.8,1062.0,1136,1136
6,1,1,0.2,0.2,0.4,0.4,1032.0,1136,1136
18,3,3,0.6,0.6,0.8,0.8,1029.0,1136,1136
16,3,1,0.2,0.6,0.4,0.8,1029.0,1136,1136
8,1,3,0.6,0.2,0.8,0.4,1025.0,1136,1136
22,4,2,0.4,0.8,0.6,1.0,934.0,1136,1136
2,0,2,0.4,0.0,0.6,0.2,912.0,1136,1136
23,4,3,0.6,0.8,0.8,1.0,908.0,1136,1136
21,4,1,0.2,0.8,0.4,1.0,907.0,1136,1136
1,0,1,0.2,0.0,0.4,0.2,889.0,1136,1136
3,0,3,0.6,0.0,0.8,0.2,885.0,1136,1136
10,2,0,0.0,0.4,0.2,0.6,851.0,1136,1136
14,2,4,0.8,0.4,1.0,0.6,833.0,1136,1136
15,3,0,0.0,0.6,0.2,0.8,831.0,1136,1136
5,1,0,0.0,0.2,0.2,0.4,829.0,1136,1136
19,3,4,0.8,0.6,1.0,0.8,815.0,1136,1136
9,1,4,0.8,0.2,1.0,0.4,802.0,1136,1136
20,4,0,0.0,0.8,0.2,1.0,758.0,1136,1136
24,4,4,0.8,0.8,1.0,1.0,736.0,1136,1136
0,0,0,0.0,0.0,0.2,0.2,731.0,1136,1136
4,0,4,0.8,0.0,1.0,0.2,717.0,1136,1136
