patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,713.0,754,754
17,3,2,0.4,0.6,0.6,0.8,679.0,754,754
11,2,1,0.2,0.4,0.4,0.6,669.0,754,754
7,1,2,0.4,0.2,0.6,0.4,669.0,754,754
13,2,3,0.6,0.4,0.8,0.6,650.0,754,754
16,3,1,0.2,0.6,0.4,0.8,637.0,754,754
6,1,1,0.2,0.2,0.4,0.4,630.0,754,754
18,3,3,0.6,0.6,0.8,0.8,622.0,754,754
8,1,3,0.6,0.2,0.8,0.4,612.0,754,754
22,4,2,0.4,0.8,0.6,1.0,517.0,754,754
2,0,2,0.4,0.0,0.6,0.2,500.0,754,754
21,4,1,0.2,0.8,0.4,1.0,485.0,754,754
1,0,1,0.2,0.0,0.4,0.2,479.0,754,754
23,4,3,0.6,0.8,0.8,1.0,477.0,754,754
10,2,0,0.0,0.4,0.2,0.6,475.0,754,754
15,3,0,0.0,0.6,0.2,0.8,461.0,754,754
5,1,0,0.0,0.2,0.2,0.4,459.0,754,754
14,2,4,0.8,0.4,1.0,0.6,459.0,754,754
3,0,3,0.6,0.0,0.8,0.2,456.0,754,754
19,3,4,0.8,0.6,1.0,0.8,447.0,754,754
9,1,4,0.8,0.2,1.0,0.4,440.0,754,754
20,4,0,0.0,0.8,0.2,1.0,375.0,754,754
0,0,0,0.0,0.0,0.2,0.2,369.0,754,754
24,4,4,0.8,0.8,1.0,1.0,360.0,754,754
4,0,4,0.8,0.0,1.0,0.2,347.0,754,754
