patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1162.0
12,2,2,0.4,0.4,0.6,0.6,1153.0
18,3,3,0.6,0.6,0.8,0.8,1107.0
13,2,3,0.6,0.4,0.8,0.6,1104.0
11,2,1,0.2,0.4,0.4,0.6,1081.0
16,3,1,0.2,0.6,0.4,0.8,1080.0
22,4,2,0.4,0.8,0.6,1.0,1023.0
7,1,2,0.4,0.2,0.6,0.4,988.0
23,4,3,0.6,0.8,0.8,1.0,972.0
21,4,1,0.2,0.8,0.4,1.0,968.0
8,1,3,0.6,0.2,0.8,0.4,959.0
6,1,1,0.2,0.2,0.4,0.4,938.0
19,3,4,0.8,0.6,1.0,0.8,815.0
14,2,4,0.8,0.4,1.0,0.6,815.0
10,2,0,0.0,0.4,0.2,0.6,777.0
15,3,0,0.0,0.6,0.2,0.8,771.0
2,0,2,0.4,0.0,0.6,0.2,769.0
3,0,3,0.6,0.0,0.8,0.2,759.0
1,0,1,0.2,0.0,0.4,0.2,737.0
9,1,4,0.8,0.2,1.0,0.4,736.0
24,4,4,0.8,0.8,1.0,1.0,733.0
5,1,0,0.0,0.2,0.2,0.4,707.0
20,4,0,0.0,0.8,0.2,1.0,707.0
4,0,4,0.8,0.0,1.0,0.2,611.0
0,0,0,0.0,0.0,0.2,0.2,584.0
