patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1215.0
11,2,1,0.2,0.4,0.4,0.6,1160.0
13,2,3,0.6,0.4,0.8,0.6,1130.0
17,3,2,0.4,0.6,0.6,0.8,1100.0
7,1,2,0.4,0.2,0.6,0.4,1067.0
16,3,1,0.2,0.6,0.4,0.8,1061.0
18,3,3,0.6,0.6,0.8,0.8,1035.0
6,1,1,0.2,0.2,0.4,0.4,1023.0
8,1,3,0.6,0.2,0.8,0.4,999.0
10,2,0,0.0,0.4,0.2,0.6,841.0
14,2,4,0.8,0.4,1.0,0.6,831.0
19,3,4,0.8,0.6,1.0,0.8,779.0
15,3,0,0.0,0.6,0.2,0.8,778.0
5,1,0,0.0,0.2,0.2,0.4,765.0
9,1,4,0.8,0.2,1.0,0.4,759.0
2,0,2,0.4,0.0,0.6,0.2,545.0
22,4,2,0.4,0.8,0.6,1.0,528.0
1,0,1,0.2,0.0,0.4,0.2,527.0
3,0,3,0.6,0.0,0.8,0.2,522.0
21,4,1,0.2,0.8,0.4,1.0,513.0
23,4,3,0.6,0.8,0.8,1.0,510.0
0,0,0,0.0,0.0,0.2,0.2,442.0
4,0,4,0.8,0.0,1.0,0.2,426.0
20,4,0,0.0,0.8,0.2,1.0,407.0
24,4,4,0.8,0.8,1.0,1.0,402.0
