patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,957.0
16,3,1,0.2,0.6,0.4,0.8,916.0
18,3,3,0.6,0.6,0.8,0.8,911.0
12,2,2,0.4,0.4,0.6,0.6,866.0
13,2,3,0.6,0.4,0.8,0.6,834.0
11,2,1,0.2,0.4,0.4,0.6,819.0
15,3,0,0.0,0.6,0.2,0.8,775.0
19,3,4,0.8,0.6,1.0,0.8,765.0
22,4,2,0.4,0.8,0.6,1.0,707.0
14,2,4,0.8,0.4,1.0,0.6,694.0
23,4,3,0.6,0.8,0.8,1.0,687.0
10,2,0,0.0,0.4,0.2,0.6,686.0
21,4,1,0.2,0.8,0.4,1.0,677.0
7,1,2,0.4,0.2,0.6,0.4,671.0
8,1,3,0.6,0.2,0.8,0.4,653.0
6,1,1,0.2,0.2,0.4,0.4,637.0
24,4,4,0.8,0.8,1.0,1.0,586.0
20,4,0,0.0,0.8,0.2,1.0,581.0
9,1,4,0.8,0.2,1.0,0.4,531.0
5,1,0,0.0,0.2,0.2,0.4,520.0
2,0,2,0.4,0.0,0.6,0.2,366.0
3,0,3,0.6,0.0,0.8,0.2,351.0
1,0,1,0.2,0.0,0.4,0.2,345.0
4,0,4,0.8,0.0,1.0,0.2,288.0
0,0,0,0.0,0.0,0.2,0.2,286.0
