patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1236.0
7,1,2,0.4,0.2,0.6,0.4,1204.0
11,2,1,0.2,0.4,0.4,0.6,1140.0
13,2,3,0.6,0.4,0.8,0.6,1140.0
8,1,3,0.6,0.2,0.8,0.4,1109.0
6,1,1,0.2,0.2,0.4,0.4,1106.0
17,3,2,0.4,0.6,0.6,0.8,1036.0
18,3,3,0.6,0.6,0.8,0.8,973.0
16,3,1,0.2,0.6,0.4,0.8,969.0
2,0,2,0.4,0.0,0.6,0.2,871.0
3,0,3,0.6,0.0,0.8,0.2,811.0
1,0,1,0.2,0.0,0.4,0.2,802.0
22,4,2,0.4,0.8,0.6,1.0,565.0
14,2,4,0.8,0.4,1.0,0.6,564.0
9,1,4,0.8,0.2,1.0,0.4,548.0
10,2,0,0.0,0.4,0.2,0.6,547.0
21,4,1,0.2,0.8,0.4,1.0,545.0
5,1,0,0.0,0.2,0.2,0.4,534.0
23,4,3,0.6,0.8,0.8,1.0,531.0
19,3,4,0.8,0.6,1.0,0.8,504.0
15,3,0,0.0,0.6,0.2,0.8,477.0
4,0,4,0.8,0.0,1.0,0.2,438.0
0,0,0,0.0,0.0,0.2,0.2,423.0
20,4,0,0.0,0.8,0.2,1.0,293.0
24,4,4,0.8,0.8,1.0,1.0,292.0
