patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1216.0
7,1,2,0.4,0.2,0.6,0.4,1144.0
11,2,1,0.2,0.4,0.4,0.6,1133.0
17,3,2,0.4,0.6,0.6,0.8,1127.0
13,2,3,0.6,0.4,0.8,0.6,1120.0
6,1,1,0.2,0.2,0.4,0.4,1076.0
16,3,1,0.2,0.6,0.4,0.8,1059.0
8,1,3,0.6,0.2,0.8,0.4,1052.0
18,3,3,0.6,0.6,0.8,0.8,1047.0
2,0,2,0.4,0.0,0.6,0.2,842.0
1,0,1,0.2,0.0,0.4,0.2,805.0
10,2,0,0.0,0.4,0.2,0.6,794.0
22,4,2,0.4,0.8,0.6,1.0,785.0
3,0,3,0.6,0.0,0.8,0.2,784.0
14,2,4,0.8,0.4,1.0,0.6,775.0
5,1,0,0.0,0.2,0.2,0.4,763.0
15,3,0,0.0,0.6,0.2,0.8,762.0
21,4,1,0.2,0.8,0.4,1.0,752.0
23,4,3,0.6,0.8,0.8,1.0,745.0
19,3,4,0.8,0.6,1.0,0.8,745.0
9,1,4,0.8,0.2,1.0,0.4,733.0
0,0,0,0.0,0.0,0.2,0.2,598.0
4,0,4,0.8,0.0,1.0,0.2,592.0
24,4,4,0.8,0.8,1.0,1.0,582.0
20,4,0,0.0,0.8,0.2,1.0,576.0
