patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1219.0
7,1,2,0.4,0.2,0.6,0.4,1174.0
17,3,2,0.4,0.6,0.6,0.8,1169.0
11,2,1,0.2,0.4,0.4,0.6,1157.0
13,2,3,0.6,0.4,0.8,0.6,1151.0
6,1,1,0.2,0.2,0.4,0.4,1119.0
18,3,3,0.6,0.6,0.8,0.8,1118.0
16,3,1,0.2,0.6,0.4,0.8,1117.0
8,1,3,0.6,0.2,0.8,0.4,1108.0
2,0,2,0.4,0.0,0.6,0.2,974.0
1,0,1,0.2,0.0,0.4,0.2,934.0
3,0,3,0.6,0.0,0.8,0.2,925.0
10,2,0,0.0,0.4,0.2,0.6,886.0
5,1,0,0.0,0.2,0.2,0.4,869.0
15,3,0,0.0,0.6,0.2,0.8,865.0
14,2,4,0.8,0.4,1.0,0.6,854.0
19,3,4,0.8,0.6,1.0,0.8,842.0
9,1,4,0.8,0.2,1.0,0.4,828.0
22,4,2,0.4,0.8,0.6,1.0,816.0
23,4,3,0.6,0.8,0.8,1.0,797.0
21,4,1,0.2,0.8,0.4,1.0,792.0
0,0,0,0.0,0.0,0.2,0.2,747.0
4,0,4,0.8,0.0,1.0,0.2,729.0
20,4,0,0.0,0.8,0.2,1.0,653.0
24,4,4,0.8,0.8,1.0,1.0,636.0
