patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1239.0
12,2,2,0.4,0.4,0.6,0.6,1226.0
16,3,1,0.2,0.6,0.4,0.8,1218.0
18,3,3,0.6,0.6,0.8,0.8,1216.0
11,2,1,0.2,0.4,0.4,0.6,1207.0
13,2,3,0.6,0.4,0.8,0.6,1201.0
7,1,2,0.4,0.2,0.6,0.4,1110.0
8,1,3,0.6,0.2,0.8,0.4,1091.0
6,1,1,0.2,0.2,0.4,0.4,1087.0
22,4,2,0.4,0.8,0.6,1.0,1029.0
15,3,0,0.0,0.6,0.2,0.8,1020.0
10,2,0,0.0,0.4,0.2,0.6,1016.0
23,4,3,0.6,0.8,0.8,1.0,1016.0
21,4,1,0.2,0.8,0.4,1.0,1015.0
19,3,4,0.8,0.6,1.0,0.8,996.0
14,2,4,0.8,0.4,1.0,0.6,984.0
5,1,0,0.0,0.2,0.2,0.4,935.0
9,1,4,0.8,0.2,1.0,0.4,911.0
20,4,0,0.0,0.8,0.2,1.0,884.0
24,4,4,0.8,0.8,1.0,1.0,870.0
2,0,2,0.4,0.0,0.6,0.2,620.0
3,0,3,0.6,0.0,0.8,0.2,611.0
1,0,1,0.2,0.0,0.4,0.2,609.0
0,0,0,0.0,0.0,0.2,0.2,549.0
4,0,4,0.8,0.0,1.0,0.2,543.0
