patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
11,2,1,0.2,0.4,0.4,0.6,673.0,980,980
16,3,1,0.2,0.6,0.4,0.8,650.0,980,980
12,2,2,0.4,0.4,0.6,0.6,639.0,980,980
6,1,1,0.2,0.2,0.4,0.4,628.0,980,980
17,3,2,0.4,0.6,0.6,0.8,627.0,980,980
7,1,2,0.4,0.2,0.6,0.4,598.0,980,980
13,2,3,0.6,0.4,0.8,0.6,598.0,980,980
18,3,3,0.6,0.6,0.8,0.8,585.0,980,980
8,1,3,0.6,0.2,0.8,0.4,566.0,980,980
21,4,1,0.2,0.8,0.4,1.0,526.0,980,980
22,4,2,0.4,0.8,0.6,1.0,525.0,980,980
23,4,3,0.6,0.8,0.8,1.0,490.0,980,980
1,0,1,0.2,0.0,0.4,0.2,480.0,980,980
2,0,2,0.4,0.0,0.6,0.2,468.0,980,980
10,2,0,0.0,0.4,0.2,0.6,451.0,980,980
3,0,3,0.6,0.0,0.8,0.2,443.0,980,980
15,3,0,0.0,0.6,0.2,0.8,442.0,980,980
5,1,0,0.0,0.2,0.2,0.4,429.0,980,980
14,2,4,0.8,0.4,1.0,0.6,385.0,980,980
19,3,4,0.8,0.6,1.0,0.8,376.0,980,980
20,4,0,0.0,0.8,0.2,1.0,367.0,980,980
9,1,4,0.8,0.2,1.0,0.4,358.0,980,980
0,0,0,0.0,0.0,0.2,0.2,336.0,980,980
24,4,4,0.8,0.8,1.0,1.0,314.0,980,980
4,0,4,0.8,0.0,1.0,0.2,285.0,980,980
