patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1243.0
17,3,2,0.4,0.6,0.6,0.8,1204.0
11,2,1,0.2,0.4,0.4,0.6,1190.0
7,1,2,0.4,0.2,0.6,0.4,1187.0
13,2,3,0.6,0.4,0.8,0.6,1183.0
16,3,1,0.2,0.6,0.4,0.8,1157.0
18,3,3,0.6,0.6,0.8,0.8,1150.0
6,1,1,0.2,0.2,0.4,0.4,1142.0
8,1,3,0.6,0.2,0.8,0.4,1132.0
10,2,0,0.0,0.4,0.2,0.6,973.0
14,2,4,0.8,0.4,1.0,0.6,963.0
15,3,0,0.0,0.6,0.2,0.8,946.0
5,1,0,0.0,0.2,0.2,0.4,946.0
19,3,4,0.8,0.6,1.0,0.8,943.0
9,1,4,0.8,0.2,1.0,0.4,934.0
22,4,2,0.4,0.8,0.6,1.0,932.0
2,0,2,0.4,0.0,0.6,0.2,915.0
21,4,1,0.2,0.8,0.4,1.0,899.0
23,4,3,0.6,0.8,0.8,1.0,896.0
1,0,1,0.2,0.0,0.4,0.2,894.0
3,0,3,0.6,0.0,0.8,0.2,882.0
0,0,0,0.0,0.0,0.2,0.2,763.0
20,4,0,0.0,0.8,0.2,1.0,757.0
24,4,4,0.8,0.8,1.0,1.0,751.0
4,0,4,0.8,0.0,1.0,0.2,746.0
