patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1234.0
7,1,2,0.4,0.2,0.6,0.4,1176.0
13,2,3,0.6,0.4,0.8,0.6,1150.0
11,2,1,0.2,0.4,0.4,0.6,1148.0
17,3,2,0.4,0.6,0.6,0.8,1124.0
8,1,3,0.6,0.2,0.8,0.4,1106.0
6,1,1,0.2,0.2,0.4,0.4,1101.0
16,3,1,0.2,0.6,0.4,0.8,1055.0
18,3,3,0.6,0.6,0.8,0.8,1046.0
2,0,2,0.4,0.0,0.6,0.2,820.0
3,0,3,0.6,0.0,0.8,0.2,783.0
1,0,1,0.2,0.0,0.4,0.2,779.0
22,4,2,0.4,0.8,0.6,1.0,763.0
21,4,1,0.2,0.8,0.4,1.0,724.0
23,4,3,0.6,0.8,0.8,1.0,718.0
14,2,4,0.8,0.4,1.0,0.6,714.0
10,2,0,0.0,0.4,0.2,0.6,694.0
9,1,4,0.8,0.2,1.0,0.4,685.0
5,1,0,0.0,0.2,0.2,0.4,678.0
19,3,4,0.8,0.6,1.0,0.8,662.0
15,3,0,0.0,0.6,0.2,0.8,655.0
4,0,4,0.8,0.0,1.0,0.2,514.0
0,0,0,0.0,0.0,0.2,0.2,509.0
24,4,4,0.8,0.8,1.0,1.0,505.0
20,4,0,0.0,0.8,0.2,1.0,489.0
