patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1235.0
17,3,2,0.4,0.6,0.6,0.8,1187.0
7,1,2,0.4,0.2,0.6,0.4,1182.0
11,2,1,0.2,0.4,0.4,0.6,1173.0
13,2,3,0.6,0.4,0.8,0.6,1147.0
16,3,1,0.2,0.6,0.4,0.8,1135.0
6,1,1,0.2,0.2,0.4,0.4,1123.0
18,3,3,0.6,0.6,0.8,0.8,1111.0
8,1,3,0.6,0.2,0.8,0.4,1109.0
22,4,2,0.4,0.8,0.6,1.0,822.0
2,0,2,0.4,0.0,0.6,0.2,794.0
21,4,1,0.2,0.8,0.4,1.0,793.0
23,4,3,0.6,0.8,0.8,1.0,784.0
1,0,1,0.2,0.0,0.4,0.2,776.0
3,0,3,0.6,0.0,0.8,0.2,766.0
10,2,0,0.0,0.4,0.2,0.6,715.0
15,3,0,0.0,0.6,0.2,0.8,694.0
5,1,0,0.0,0.2,0.2,0.4,690.0
14,2,4,0.8,0.4,1.0,0.6,669.0
9,1,4,0.8,0.2,1.0,0.4,654.0
19,3,4,0.8,0.6,1.0,0.8,652.0
0,0,0,0.0,0.0,0.2,0.2,537.0
20,4,0,0.0,0.8,0.2,1.0,526.0
24,4,4,0.8,0.8,1.0,1.0,510.0
4,0,4,0.8,0.0,1.0,0.2,491.0
