patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1244.0
17,3,2,0.4,0.6,0.6,0.8,1143.0
7,1,2,0.4,0.2,0.6,0.4,1134.0
13,2,3,0.6,0.4,0.8,0.6,1121.0
11,2,1,0.2,0.4,0.4,0.6,1095.0
18,3,3,0.6,0.6,0.8,0.8,1046.0
8,1,3,0.6,0.2,0.8,0.4,1029.0
6,1,1,0.2,0.2,0.4,0.4,1015.0
16,3,1,0.2,0.6,0.4,0.8,1010.0
10,2,0,0.0,0.4,0.2,0.6,578.0
14,2,4,0.8,0.4,1.0,0.6,575.0
22,4,2,0.4,0.8,0.6,1.0,566.0
2,0,2,0.4,0.0,0.6,0.2,559.0
19,3,4,0.8,0.6,1.0,0.8,553.0
15,3,0,0.0,0.6,0.2,0.8,551.0
5,1,0,0.0,0.2,0.2,0.4,534.0
9,1,4,0.8,0.2,1.0,0.4,525.0
23,4,3,0.6,0.8,0.8,1.0,525.0
21,4,1,0.2,0.8,0.4,1.0,518.0
1,0,1,0.2,0.0,0.4,0.2,518.0
3,0,3,0.6,0.0,0.8,0.2,517.0
20,4,0,0.0,0.8,0.2,1.0,324.0
24,4,4,0.8,0.8,1.0,1.0,314.0
0,0,0,0.0,0.0,0.2,0.2,293.0
4,0,4,0.8,0.0,1.0,0.2,287.0
