patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1237.0
12,2,2,0.4,0.4,0.6,0.6,1231.0
18,3,3,0.6,0.6,0.8,0.8,1207.0
16,3,1,0.2,0.6,0.4,0.8,1206.0
13,2,3,0.6,0.4,0.8,0.6,1203.0
11,2,1,0.2,0.4,0.4,0.6,1198.0
15,3,0,0.0,0.6,0.2,0.8,1056.0
10,2,0,0.0,0.4,0.2,0.6,1049.0
19,3,4,0.8,0.6,1.0,0.8,1046.0
14,2,4,0.8,0.4,1.0,0.6,1044.0
22,4,2,0.4,0.8,0.6,1.0,1023.0
7,1,2,0.4,0.2,0.6,0.4,1002.0
23,4,3,0.6,0.8,0.8,1.0,1000.0
21,4,1,0.2,0.8,0.4,1.0,996.0
8,1,3,0.6,0.2,0.8,0.4,989.0
6,1,1,0.2,0.2,0.4,0.4,978.0
20,4,0,0.0,0.8,0.2,1.0,897.0
24,4,4,0.8,0.8,1.0,1.0,885.0
5,1,0,0.0,0.2,0.2,0.4,883.0
9,1,4,0.8,0.2,1.0,0.4,883.0
2,0,2,0.4,0.0,0.6,0.2,268.0
3,0,3,0.6,0.0,0.8,0.2,266.0
1,0,1,0.2,0.0,0.4,0.2,264.0
0,0,0,0.0,0.0,0.2,0.2,255.0
4,0,4,0.8,0.0,1.0,0.2,250.0
