patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1241.0
7,1,2,0.4,0.2,0.6,0.4,1182.0
11,2,1,0.2,0.4,0.4,0.6,1179.0
17,3,2,0.4,0.6,0.6,0.8,1170.0
13,2,3,0.6,0.4,0.8,0.6,1156.0
6,1,1,0.2,0.2,0.4,0.4,1122.0
16,3,1,0.2,0.6,0.4,0.8,1112.0
8,1,3,0.6,0.2,0.8,0.4,1110.0
18,3,3,0.6,0.6,0.8,0.8,1097.0
2,0,2,0.4,0.0,0.6,0.2,893.0
3,0,3,0.6,0.0,0.8,0.2,864.0
1,0,1,0.2,0.0,0.4,0.2,857.0
22,4,2,0.4,0.8,0.6,1.0,844.0
23,4,3,0.6,0.8,0.8,1.0,809.0
21,4,1,0.2,0.8,0.4,1.0,803.0
10,2,0,0.0,0.4,0.2,0.6,751.0
5,1,0,0.0,0.2,0.2,0.4,733.0
14,2,4,0.8,0.4,1.0,0.6,725.0
15,3,0,0.0,0.6,0.2,0.8,719.0
9,1,4,0.8,0.2,1.0,0.4,713.0
19,3,4,0.8,0.6,1.0,0.8,705.0
0,0,0,0.0,0.0,0.2,0.2,591.0
4,0,4,0.8,0.0,1.0,0.2,581.0
20,4,0,0.0,0.8,0.2,1.0,566.0
24,4,4,0.8,0.8,1.0,1.0,565.0
