patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1147.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1081.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1067.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1051.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1027.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1007.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,999.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,961.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,938.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,703.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,691.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,690.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,661.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,659.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,656.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,652.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,644.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,614.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,541.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,512.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,485.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,426.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,389.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,337.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,334.0,1300,1300
