patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1255.0
7,1,2,0.4,0.2,0.6,0.4,1182.0
11,2,1,0.2,0.4,0.4,0.6,1109.0
13,2,3,0.6,0.4,0.8,0.6,1079.0
6,1,1,0.2,0.2,0.4,0.4,1054.0
17,3,2,0.4,0.6,0.6,0.8,1048.0
8,1,3,0.6,0.2,0.8,0.4,1024.0
16,3,1,0.2,0.6,0.4,0.8,953.0
18,3,3,0.6,0.6,0.8,0.8,931.0
2,0,2,0.4,0.0,0.6,0.2,479.0
1,0,1,0.2,0.0,0.4,0.2,450.0
10,2,0,0.0,0.4,0.2,0.6,447.0
5,1,0,0.0,0.2,0.2,0.4,437.0
3,0,3,0.6,0.0,0.8,0.2,431.0
14,2,4,0.8,0.4,1.0,0.6,428.0
9,1,4,0.8,0.2,1.0,0.4,414.0
15,3,0,0.0,0.6,0.2,0.8,402.0
19,3,4,0.8,0.6,1.0,0.8,395.0
0,0,0,0.0,0.0,0.2,0.2,241.0
22,4,2,0.4,0.8,0.6,1.0,234.0
23,4,3,0.6,0.8,0.8,1.0,219.0
21,4,1,0.2,0.8,0.4,1.0,217.0
4,0,4,0.8,0.0,1.0,0.2,210.0
24,4,4,0.8,0.8,1.0,1.0,132.0
20,4,0,0.0,0.8,0.2,1.0,120.0
