patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1251.0
17,3,2,0.4,0.6,0.6,0.8,1231.0
13,2,3,0.6,0.4,0.8,0.6,1205.0
11,2,1,0.2,0.4,0.4,0.6,1199.0
7,1,2,0.4,0.2,0.6,0.4,1191.0
18,3,3,0.6,0.6,0.8,0.8,1184.0
16,3,1,0.2,0.6,0.4,0.8,1180.0
8,1,3,0.6,0.2,0.8,0.4,1149.0
6,1,1,0.2,0.2,0.4,0.4,1145.0
22,4,2,0.4,0.8,0.6,1.0,977.0
23,4,3,0.6,0.8,0.8,1.0,944.0
21,4,1,0.2,0.8,0.4,1.0,943.0
2,0,2,0.4,0.0,0.6,0.2,881.0
3,0,3,0.6,0.0,0.8,0.2,862.0
10,2,0,0.0,0.4,0.2,0.6,856.0
1,0,1,0.2,0.0,0.4,0.2,850.0
15,3,0,0.0,0.6,0.2,0.8,846.0
14,2,4,0.8,0.4,1.0,0.6,829.0
5,1,0,0.0,0.2,0.2,0.4,822.0
19,3,4,0.8,0.6,1.0,0.8,817.0
9,1,4,0.8,0.2,1.0,0.4,801.0
20,4,0,0.0,0.8,0.2,1.0,717.0
24,4,4,0.8,0.8,1.0,1.0,697.0
0,0,0,0.0,0.0,0.2,0.2,654.0
4,0,4,0.8,0.0,1.0,0.2,639.0
