patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1216.0
17,3,2,0.4,0.6,0.6,0.8,1202.0
11,2,1,0.2,0.4,0.4,0.6,1167.0
13,2,3,0.6,0.4,0.8,0.6,1157.0
16,3,1,0.2,0.6,0.4,0.8,1150.0
18,3,3,0.6,0.6,0.8,0.8,1145.0
7,1,2,0.4,0.2,0.6,0.4,1117.0
6,1,1,0.2,0.2,0.4,0.4,1078.0
8,1,3,0.6,0.2,0.8,0.4,1067.0
22,4,2,0.4,0.8,0.6,1.0,852.0
10,2,0,0.0,0.4,0.2,0.6,843.0
15,3,0,0.0,0.6,0.2,0.8,832.0
14,2,4,0.8,0.4,1.0,0.6,827.0
21,4,1,0.2,0.8,0.4,1.0,826.0
19,3,4,0.8,0.6,1.0,0.8,824.0
23,4,3,0.6,0.8,0.8,1.0,818.0
5,1,0,0.0,0.2,0.2,0.4,798.0
9,1,4,0.8,0.2,1.0,0.4,772.0
2,0,2,0.4,0.0,0.6,0.2,720.0
3,0,3,0.6,0.0,0.8,0.2,703.0
1,0,1,0.2,0.0,0.4,0.2,701.0
24,4,4,0.8,0.8,1.0,1.0,642.0
20,4,0,0.0,0.8,0.2,1.0,634.0
4,0,4,0.8,0.0,1.0,0.2,554.0
0,0,0,0.0,0.0,0.2,0.2,550.0
