patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
17,3,2,0.4,0.6,0.6,0.8,1209.0
12,2,2,0.4,0.4,0.6,0.6,1192.0
18,3,3,0.6,0.6,0.8,0.8,1145.0
16,3,1,0.2,0.6,0.4,0.8,1135.0
13,2,3,0.6,0.4,0.8,0.6,1127.0
11,2,1,0.2,0.4,0.4,0.6,1120.0
22,4,2,0.4,0.8,0.6,1.0,1076.0
23,4,3,0.6,0.8,0.8,1.0,1021.0
21,4,1,0.2,0.8,0.4,1.0,1008.0
7,1,2,0.4,0.2,0.6,0.4,947.0
8,1,3,0.6,0.2,0.8,0.4,902.0
6,1,1,0.2,0.2,0.4,0.4,895.0
19,3,4,0.8,0.6,1.0,0.8,846.0
14,2,4,0.8,0.4,1.0,0.6,832.0
15,3,0,0.0,0.6,0.2,0.8,816.0
10,2,0,0.0,0.4,0.2,0.6,806.0
24,4,4,0.8,0.8,1.0,1.0,781.0
20,4,0,0.0,0.8,0.2,1.0,747.0
9,1,4,0.8,0.2,1.0,0.4,660.0
5,1,0,0.0,0.2,0.2,0.4,652.0
2,0,2,0.4,0.0,0.6,0.2,314.0
1,0,1,0.2,0.0,0.4,0.2,304.0
3,0,3,0.6,0.0,0.8,0.2,298.0
0,0,0,0.0,0.0,0.2,0.2,239.0
4,0,4,0.8,0.0,1.0,0.2,235.0
