patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1058.0
17,3,2,0.4,0.6,0.6,0.8,1045.0
11,2,1,0.2,0.4,0.4,0.6,1003.0
13,2,3,0.6,0.4,0.8,0.6,994.0
16,3,1,0.2,0.6,0.4,0.8,983.0
18,3,3,0.6,0.6,0.8,0.8,979.0
7,1,2,0.4,0.2,0.6,0.4,932.0
6,1,1,0.2,0.2,0.4,0.4,890.0
8,1,3,0.6,0.2,0.8,0.4,885.0
22,4,2,0.4,0.8,0.6,1.0,806.0
23,4,3,0.6,0.8,0.8,1.0,768.0
10,2,0,0.0,0.4,0.2,0.6,767.0
15,3,0,0.0,0.6,0.2,0.8,758.0
21,4,1,0.2,0.8,0.4,1.0,756.0
14,2,4,0.8,0.4,1.0,0.6,749.0
19,3,4,0.8,0.6,1.0,0.8,736.0
5,1,0,0.0,0.2,0.2,0.4,690.0
9,1,4,0.8,0.2,1.0,0.4,666.0
20,4,0,0.0,0.8,0.2,1.0,595.0
24,4,4,0.8,0.8,1.0,1.0,592.0
2,0,2,0.4,0.0,0.6,0.2,547.0
1,0,1,0.2,0.0,0.4,0.2,527.0
3,0,3,0.6,0.0,0.8,0.2,525.0
0,0,0,0.0,0.0,0.2,0.2,435.0
4,0,4,0.8,0.0,1.0,0.2,418.0
