patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1218.0
17,3,2,0.4,0.6,0.6,0.8,1158.0
7,1,2,0.4,0.2,0.6,0.4,1133.0
11,2,1,0.2,0.4,0.4,0.6,1127.0
13,2,3,0.6,0.4,0.8,0.6,1105.0
16,3,1,0.2,0.6,0.4,0.8,1075.0
6,1,1,0.2,0.2,0.4,0.4,1053.0
18,3,3,0.6,0.6,0.8,0.8,1047.0
8,1,3,0.6,0.2,0.8,0.4,1038.0
22,4,2,0.4,0.8,0.6,1.0,835.0
21,4,1,0.2,0.8,0.4,1.0,788.0
23,4,3,0.6,0.8,0.8,1.0,763.0
2,0,2,0.4,0.0,0.6,0.2,763.0
1,0,1,0.2,0.0,0.4,0.2,723.0
3,0,3,0.6,0.0,0.8,0.2,709.0
10,2,0,0.0,0.4,0.2,0.6,669.0
14,2,4,0.8,0.4,1.0,0.6,656.0
15,3,0,0.0,0.6,0.2,0.8,648.0
5,1,0,0.0,0.2,0.2,0.4,642.0
19,3,4,0.8,0.6,1.0,0.8,634.0
9,1,4,0.8,0.2,1.0,0.4,624.0
20,4,0,0.0,0.8,0.2,1.0,504.0
24,4,4,0.8,0.8,1.0,1.0,502.0
0,0,0,0.0,0.0,0.2,0.2,474.0
4,0,4,0.8,0.0,1.0,0.2,446.0
