patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1248.0
11,2,1,0.2,0.4,0.4,0.6,1188.0
13,2,3,0.6,0.4,0.8,0.6,1172.0
7,1,2,0.4,0.2,0.6,0.4,1172.0
17,3,2,0.4,0.6,0.6,0.8,1169.0
6,1,1,0.2,0.2,0.4,0.4,1122.0
18,3,3,0.6,0.6,0.8,0.8,1117.0
16,3,1,0.2,0.6,0.4,0.8,1117.0
8,1,3,0.6,0.2,0.8,0.4,1104.0
10,2,0,0.0,0.4,0.2,0.6,714.0
2,0,2,0.4,0.0,0.6,0.2,688.0
5,1,0,0.0,0.2,0.2,0.4,687.0
15,3,0,0.0,0.6,0.2,0.8,684.0
14,2,4,0.8,0.4,1.0,0.6,667.0
1,0,1,0.2,0.0,0.4,0.2,665.0
3,0,3,0.6,0.0,0.8,0.2,659.0
22,4,2,0.4,0.8,0.6,1.0,656.0
19,3,4,0.8,0.6,1.0,0.8,644.0
23,4,3,0.6,0.8,0.8,1.0,643.0
9,1,4,0.8,0.2,1.0,0.4,633.0
21,4,1,0.2,0.8,0.4,1.0,632.0
0,0,0,0.0,0.0,0.2,0.2,467.0
4,0,4,0.8,0.0,1.0,0.2,432.0
20,4,0,0.0,0.8,0.2,1.0,428.0
24,4,4,0.8,0.8,1.0,1.0,413.0
