patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1142.0
13,2,3,0.6,0.4,0.8,0.6,1083.0
17,3,2,0.4,0.6,0.6,0.8,1083.0
11,2,1,0.2,0.4,0.4,0.6,1066.0
7,1,2,0.4,0.2,0.6,0.4,1036.0
18,3,3,0.6,0.6,0.8,0.8,1027.0
16,3,1,0.2,0.6,0.4,0.8,1019.0
8,1,3,0.6,0.2,0.8,0.4,987.0
6,1,1,0.2,0.2,0.4,0.4,973.0
2,0,2,0.4,0.0,0.6,0.2,761.0
3,0,3,0.6,0.0,0.8,0.2,737.0
1,0,1,0.2,0.0,0.4,0.2,725.0
22,4,2,0.4,0.8,0.6,1.0,719.0
14,2,4,0.8,0.4,1.0,0.6,708.0
19,3,4,0.8,0.6,1.0,0.8,683.0
21,4,1,0.2,0.8,0.4,1.0,682.0
23,4,3,0.6,0.8,0.8,1.0,678.0
9,1,4,0.8,0.2,1.0,0.4,641.0
10,2,0,0.0,0.4,0.2,0.6,593.0
15,3,0,0.0,0.6,0.2,0.8,568.0
5,1,0,0.0,0.2,0.2,0.4,555.0
4,0,4,0.8,0.0,1.0,0.2,468.0
24,4,4,0.8,0.8,1.0,1.0,450.0
0,0,0,0.0,0.0,0.2,0.2,419.0
20,4,0,0.0,0.8,0.2,1.0,393.0
