patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1251.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1229.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1216.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1210.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1195.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1187.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1105.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1084.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1075.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,1028.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,1008.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,1007.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,993.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,928.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,922.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,737.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,721.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,717.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,657.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,648.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,643.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,625.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,620.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,585.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,573.0,1300,1300
