patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1261.0
17,3,2,0.4,0.6,0.6,0.8,1235.0
13,2,3,0.6,0.4,0.8,0.6,1208.0
11,2,1,0.2,0.4,0.4,0.6,1207.0
7,1,2,0.4,0.2,0.6,0.4,1193.0
16,3,1,0.2,0.6,0.4,0.8,1191.0
18,3,3,0.6,0.6,0.8,0.8,1184.0
8,1,3,0.6,0.2,0.8,0.4,1149.0
6,1,1,0.2,0.2,0.4,0.4,1148.0
22,4,2,0.4,0.8,0.6,1.0,760.0
21,4,1,0.2,0.8,0.4,1.0,737.0
23,4,3,0.6,0.8,0.8,1.0,733.0
14,2,4,0.8,0.4,1.0,0.6,721.0
19,3,4,0.8,0.6,1.0,0.8,711.0
10,2,0,0.0,0.4,0.2,0.6,698.0
15,3,0,0.0,0.6,0.2,0.8,698.0
9,1,4,0.8,0.2,1.0,0.4,692.0
5,1,0,0.0,0.2,0.2,0.4,665.0
2,0,2,0.4,0.0,0.6,0.2,539.0
3,0,3,0.6,0.0,0.8,0.2,528.0
1,0,1,0.2,0.0,0.4,0.2,521.0
24,4,4,0.8,0.8,1.0,1.0,511.0
20,4,0,0.0,0.8,0.2,1.0,499.0
4,0,4,0.8,0.0,1.0,0.2,349.0
0,0,0,0.0,0.0,0.2,0.2,344.0
